pdf_file,page,text,font_size,is_bold,is_italic,rel_y,length,num_words,x,color,heading_level,text_length,starts_with_number,ends_with_colon,all_caps,title_case,has_numbers,has_special_chars,font_size_large,font_size_medium,font_size_small,position_top,position_middle,position_bottom,short_text,medium_text,long_text,single_word,few_words,many_words
file01.pdf,1,rail,9.744400024414062,0,0,0.4698271037847016,4,1,136.138671875,0,not_heading,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,fare/bus,9.744400024414062,0,0,0.4698271037847016,8,1,163.60035705566406,0,not_heading,8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,fare,9.744400024414062,0,0,0.4698271037847016,4,1,213.70704650878906,0,not_heading,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,from,9.744400024414062,0,0,0.4698271037847016,4,1,244.8404083251953,0,not_heading,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,the,9.744400024414062,0,0,0.4698271037847016,3,1,279.2371520996094,0,not_heading,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,headquarters to home town/place of visit by,9.744400024414062,0,0,0.4907046066610377,43,7,95.99856567382812,0,not_heading,43,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
file01.pdf,1,shortest route.,9.744400024414062,0,0,0.511582182025683,15,2,95.99856567382812,0,not_heading,15,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
file01.pdf,1,11.,9.744400024414062,1,0,0.5921759888565172,3,1,70.0199966430664,0,not_heading,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,Persons in respect of whom LTC is proposed to be availed.,9.744400024414062,0,0,0.5331772466736565,57,11,95.99856567382812,0,not_heading,57,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
file01.pdf,1,S.No,9.744400024414062,1,0,0.5511383998988643,4,1,95.99856567382812,0,H2,4,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,Name,9.744400024414062,1,0,0.5511383998988643,4,1,211.41220092773438,0,H3,4,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,Age,9.744400024414062,1,0,0.5511383998988643,3,1,343.4770812988281,0,not_heading,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,Relationship,9.744400024414062,1,0,0.5511383998988643,12,1,444.5849609375,0,not_heading,12,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,1.,9.744400024414062,1,0,0.5656046017898233,2,1,103.62838745117188,0,H2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,2.,9.744400024414062,1,0,0.5801401749925772,2,1,103.62838745117188,0,H3,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,3.,9.744400024414062,1,0,0.5946063043952271,2,1,103.62838745117188,0,H2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,4.,9.744400024414062,1,0,0.6092113213980849,2,1,103.62838745117188,0,H3,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,5.,9.744400024414062,1,0,0.6288043314374258,2,1,103.62838745117188,0,H2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,6.,9.744400024414062,1,0,0.6433399046401796,2,1,103.62838745117188,0,H3,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,12.  Amount of advance required.,9.744400024414062,1,0,0.6664278660137694,32,5,70.02969360351562,0,not_heading,32,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
file01.pdf,1,Rs.,9.744400024414062,0,0,0.6664278660137694,3,1,304.39227294921875,0,not_heading,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
file01.pdf,1,I declare that the particulars furnished above are true and correct to the best of my knowledge.  I,9.744400024414062,0,0,0.7088310622262841,99,18,105.07057189941406,0,not_heading,99,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
file01.pdf,1,undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,9.744400024414062,0,0,0.7227301155869581,99,17,70.0296630859375,0,not_heading,99,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
file01.pdf,1,In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,9.744400024414062,0,0,0.7506671823968231,109,22,105.08027648925781,0,not_heading,109,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
file01.pdf,1,"advance, I undertake to refund the entire advance in one lump sum.",9.744400024414062,0,0,0.7646356795576009,66,12,70.0394287109375,0,not_heading,66,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
file01.pdf,1,Date,9.744400024414062,1,0,0.8063907577985823,4,1,70.0394287109375,0,not_heading,4,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
file01.pdf,1,Signature of Government Servant.,9.744400024414062,1,0,0.8203593274476693,32,4,403.0445556640625,0,not_heading,32,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
file02.pdf,1,Overview,24.0,1,0,0.23941922428632023,8,1,252.64999389648438,0,H2,8,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
file02.pdf,1,Foundation Level Extensions,24.0,1,0,0.3091464957805595,27,3,139.3459930419922,0,H3,27,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
file02.pdf,1,Version 1.0,12.0,0,0,0.48286619090070626,11,2,275.69000244140625,0,not_heading,11,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
file02.pdf,1,International Software Testing Qualifications Board,18.0,0,0,0.5880050273856732,51,5,103.33999633789062,0,not_heading,51,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
file02.pdf,1,Copyright Notice,9.960000038146973,0,0,0.8235936791005761,16,2,70.94400024414062,0,not_heading,16,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
file02.pdf,1,"This document may be copied in its entirety, or extracts made, if the source is acknowledged.",9.960000038146973,0,0,0.8381438592467645,93,16,70.94400024414062,0,not_heading,93,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
file02.pdf,2,International,9.960000038146973,0,0,0.04877047105268999,13,1,447.9100036621094,0,not_heading,13,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,2,Overview,12.0,0,0,0.05250000231193774,8,1,74.42400360107422,0,not_heading,8,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
file02.pdf,2,Software Testing,9.960000038146973,0,0,0.0633158731942225,16,2,437.95001220703125,0,not_heading,16,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
file02.pdf,2,Foundation Level Extension –   Agile Tester,9.960000038146973,0,0,0.07190924461441811,43,6,74.42400360107422,0,not_heading,43,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
file02.pdf,2,Qualifications,9.960000038146973,0,0,0.07786135240034624,14,1,430.75,0,not_heading,14,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,2,Board,9.960000038146973,0,0,0.07786135240034624,5,1,493.54779052734375,0,not_heading,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,2,Copyright © International Software Testing Qualifications Board (hereinafter called ISTQB®).,9.960000038146973,0,0,0.1519775294294261,92,10,70.94400024414062,0,not_heading,92,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
file02.pdf,2,Version 2014,9.960000038146973,0,0,0.9074284717290089,12,2,76.58135986328125,0,not_heading,12,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
file02.pdf,2,Page 2 of 12,9.960000038146973,0,0,0.9074284717290089,12,4,270.1639404296875,0,not_heading,12,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
file02.pdf,2,"May 31, 2014",9.960000038146973,0,0,0.9074284717290089,12,3,471.5750732421875,0,not_heading,12,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
file02.pdf,2,© International Software Testing Qualifications Board,6.0,0,0,0.9304166851621686,53,6,76.58399963378906,0,not_heading,53,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
file02.pdf,3,Qualifications Board,9.960000038146973,0,0,0.07786135240034624,20,2,430.75,0,not_heading,20,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
file02.pdf,3,International,9.960000038146973,0,0,0.04877047105268999,13,1,447.9100036621094,0,not_heading,13,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,3,Overview,12.0,0,0,0.05250000231193774,8,1,74.42400360107422,0,not_heading,8,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
file02.pdf,3,Software Testing,9.960000038146973,0,0,0.0633158731942225,16,2,437.95001220703125,0,not_heading,16,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
file02.pdf,3,Foundation Level Extension –   Agile Tester,9.960000038146973,0,0,0.07190924461441811,43,6,74.42400360107422,0,not_heading,43,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
file02.pdf,3,Revision History,15.960000038146973,1,0,0.13754571086228495,16,2,70.94400024414062,0,H1,16,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
file02.pdf,3,Version,9.960000038146973,1,0,0.17606846973149462,7,1,74.42400360107422,0,H2,7,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,3,Date,9.960000038146973,1,0,0.17606846973149462,4,1,146.4199981689453,0,H3,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,3,Remarks,9.960000038146973,1,0,0.17606846973149462,7,1,278.69000244140625,0,not_heading,7,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,3,0.1,9.960000038146973,0,0,0.19167451184205334,3,1,74.42400360107422,0,not_heading,3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,3,18 JUNE 2013,9.960000038146973,0,0,0.19167451184205334,12,3,146.4199981689453,0,not_heading,12,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
file02.pdf,3,Initial version,9.960000038146973,0,0,0.19167451184205334,15,2,278.69000244140625,0,not_heading,15,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
file02.pdf,3,0.2,9.960000038146973,0,0,0.2071290449662642,3,1,74.42400360107422,0,not_heading,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,3,23 JULY 2013,9.960000038146973,0,0,0.2071290449662642,12,3,146.4199981689453,0,not_heading,12,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
file02.pdf,3,WG reviewed and confirmed,9.960000038146973,0,0,0.2071290449662642,25,4,278.69000244140625,0,not_heading,25,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
file02.pdf,3,0.3,9.960000038146973,0,0,0.22258357809047508,3,1,74.42400360107422,0,not_heading,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,3,6 NOV 2013,9.960000038146973,0,0,0.22258357809047508,10,3,146.4199981689453,0,not_heading,10,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
file02.pdf,3,amended population and diagram,9.960000038146973,0,0,0.22258357809047508,30,4,278.69000244140625,0,not_heading,30,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
file02.pdf,3,0.7,9.960000038146973,0,0,0.23803811121468593,3,1,74.42400360107422,0,not_heading,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,3,11 DEC 2013,9.960000038146973,0,0,0.23803811121468593,11,3,146.4199981689453,0,not_heading,11,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
file02.pdf,3,Amended Business Outcomes and Chapters matching,9.960000038146973,0,0,0.23803811121468593,47,6,278.69000244140625,0,not_heading,47,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
file02.pdf,3,0.8,9.960000038146973,0,0,0.253492721403488,3,1,74.42400360107422,0,not_heading,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,3,20 DEC 2013,9.960000038146973,0,0,0.253492721403488,11,3,146.4199981689453,0,not_heading,11,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
file02.pdf,3,Working group updates on 0.7,9.960000038146973,0,0,0.253492721403488,28,5,278.69000244140625,0,not_heading,28,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
file02.pdf,3,1.0,9.960000038146973,0,0,0.26894725452769885,3,1,74.42400360107422,0,not_heading,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,3,31 MAY 2014,9.960000038146973,0,0,0.26894725452769885,11,3,146.4199981689453,0,not_heading,11,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
file02.pdf,3,GA release for Agile Extension,9.960000038146973,0,0,0.26894725452769885,30,5,278.69000244140625,0,not_heading,30,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
file02.pdf,3,Version 2014,9.960000038146973,0,0,0.9074337891858033,12,2,76.58399963378906,0,not_heading,12,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
file02.pdf,3,Page 3 of 12,9.960000038146973,0,0,0.9074337891858033,12,4,270.16656494140625,0,not_heading,12,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
file02.pdf,3,"May 31, 2014",9.960000038146973,0,0,0.9074337891858033,12,3,471.57769775390625,0,not_heading,12,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
file02.pdf,3,© International Software Testing Qualifications Board,6.0,0,0,0.9304166851621686,53,6,76.58399963378906,0,not_heading,53,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
file02.pdf,4,..........................................................................................................................................,9.960000038146973,1,0,0.18273509632457385,138,1,151.81919860839844,0,not_heading,138,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
file02.pdf,4,........................................................................................................................................,9.960000038146973,1,0,0.20470497824928977,136,1,157.3370361328125,0,not_heading,136,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,............................................................................,9.960000038146973,1,0,0.22682575264362373,76,1,322.97186279296875,0,not_heading,76,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,...............................................................,9.960000038146973,1,0,0.2489465270379577,63,1,358.8677062988281,0,not_heading,63,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,.....................................................................................................................,9.960000038146973,0,0,0.2712181939019097,117,1,195.8623504638672,0,not_heading,117,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,............................................................................................................,9.960000038146973,0,0,0.2857683740480982,108,1,221.818115234375,0,not_heading,108,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,...................................................................................................................,9.960000038146973,0,0,0.30020534630977747,115,1,201.6291961669922,0,not_heading,115,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,...................................................................................................................,9.960000038146973,0,0,0.3147555264559659,115,1,201.6291961669922,0,not_heading,115,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,...................................................................................................,9.960000038146973,0,0,0.32930570660215436,99,1,247.74398803710938,0,not_heading,99,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,......................................................................................................................,9.960000038146973,0,0,0.3438558482160472,118,1,192.99386596679688,0,not_heading,118,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,.........................................,9.960000038146973,1,0,0.3658256916084675,41,1,414.07598876953125,0,not_heading,41,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
file02.pdf,4,.................................................................................................................,9.960000038146973,0,0,0.3880973584724195,113,1,201.61923217773438,0,not_heading,113,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,....................................................................................................................................,9.960000038146973,0,0,0.4024966076166943,132,1,146.89898681640625,0,not_heading,132,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,..........................................................................................................................................,9.960000038146973,1,0,0.42446645100911456,138,1,146.3013916015625,0,not_heading,138,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,.............................................................................................................................,9.960000038146973,0,0,0.4467381178730666,125,1,167.0679931640625,0,not_heading,125,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,.......................................................................................................,9.960000038146973,0,0,0.46128825948695945,103,1,230.46339416503906,0,not_heading,103,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
file02.pdf,4,International,9.960000038146973,0,0,0.04877047105268999,13,1,447.9100036621094,0,not_heading,13,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,4,Overview,12.0,0,0,0.05250000231193774,8,1,74.42400360107422,0,not_heading,8,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
file02.pdf,4,Software Testing,9.960000038146973,0,0,0.0633158731942225,16,2,437.95001220703125,0,not_heading,16,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
file02.pdf,4,Foundation Level Extension –   Agile Tester,9.960000038146973,0,0,0.07190924461441811,43,6,74.42400360107422,0,not_heading,43,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
file02.pdf,4,Qualifications,9.960000038146973,0,0,0.07786135240034624,14,1,430.75,0,not_heading,14,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,4,Board,9.960000038146973,0,0,0.07786135240034624,5,1,493.54779052734375,0,not_heading,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,4,Table of Contents,15.960000038146973,1,0,0.13754571086228495,17,3,70.94400024414062,0,H1,17,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
file02.pdf,4,Revision History,9.960000038146973,1,0,0.18273509632457385,16,2,70.94400024414062,0,not_heading,16,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
file02.pdf,4,3,9.960000038146973,1,0,0.18273509632457385,1,1,535.1795654296875,0,not_heading,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
file02.pdf,4,Table of Contents,9.960000038146973,1,0,0.20470497824928977,17,3,70.9439697265625,0,H1,17,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
file02.pdf,4,4,9.960000038146973,1,0,0.20470497824928977,1,1,535.1795654296875,0,not_heading,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,1.,9.960000038146973,1,0,0.22682575264362373,2,1,70.9439697265625,0,not_heading,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,Introduction to the Foundation Level Extensions,9.960000038146973,1,0,0.22682575264362373,47,6,90.98348999023438,0,not_heading,47,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
file02.pdf,4,6,9.960000038146973,1,0,0.22682575264362373,1,1,535.1795654296875,0,not_heading,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,2.,9.960000038146973,1,0,0.2489465270379577,2,1,70.9439697265625,0,not_heading,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,Introduction to Foundation Level Agile Tester Extension,9.960000038146973,1,0,0.2489465270379577,55,7,90.98348999023438,0,not_heading,55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
file02.pdf,4,7,9.960000038146973,1,0,0.2489465270379577,1,1,535.1795654296875,0,not_heading,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,2.1,9.960000038146973,0,0,0.2712181939019097,3,1,80.90396118164062,0,not_heading,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,Intended Audience,9.960000038146973,0,0,0.2712181939019097,17,2,110.90348815917969,0,not_heading,17,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
file02.pdf,4,7,9.960000038146973,0,0,0.2712181939019097,1,1,535.1795654296875,0,not_heading,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,2.2,9.960000038146973,0,0,0.2857683740480982,3,1,80.90396118164062,0,not_heading,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,Career Paths for Testers,9.960000038146973,0,0,0.2857683740480982,24,4,110.90348815917969,0,not_heading,24,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
file02.pdf,4,7,9.960000038146973,0,0,0.2857683740480982,1,1,535.1895141601562,0,not_heading,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,2.3,9.960000038146973,0,0,0.30020534630977747,3,1,80.91390991210938,0,not_heading,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,Learning Objectives,9.960000038146973,0,0,0.30020534630977747,19,2,110.91343688964844,0,not_heading,19,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
file02.pdf,4,7,9.960000038146973,0,0,0.30020534630977747,1,1,535.1895141601562,0,not_heading,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
file02.pdf,4,2.4,9.960000038146973,0,0,0.3147555264559659,3,1,80.91390991210938,0,not_heading,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
